"Flag","Code","Climate","Est_ASMR","Est_SNR","GSM","Codetype","Native","Mult_life","P_Organism","Poison_Humans","Poison_Livestock","Poison_Wildlife","P_Descriptor","P_Mode","P_Toxin","P_Toxicity","P_Season","P_Parts","P_Comments","GBearSpring","GBearSummer","GBearFall","Cow_Forage","WeedStatus","Wetland_Ind","RedBlueList","SRank","ID"
0,"BUELPUL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6167
0,"BUELSTE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6169
0,"BUELSTL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6170
0,"BUELTRI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6171
0,"BUELTUR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6172
0,"BUGLARV","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2488
0,"BULBCAP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1304
0,"BUNIORI","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,7506
0,"BUNODOP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6174
0,"BUNOMEL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6173
0,"BUPLEUR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2489
0,"BUTOMAC","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2490
0,"BUTOMUS","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2491
0,"BUTOUMB","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"1",,,2492
0,"BUXBAPH","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4300
0,"BUXBAUI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4304
0,"BUXBAUM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4302
0,"BUXBPIP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4301
0,"BUXBVIR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4303
0,"CABOMBA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7515
0,"CACALIO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2494
0,"CACANAR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2493
0,"CACTACE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2495
0,"CAKIEDE","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2496
0,"CAKILE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2498
0,"CAKIMAR","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2497
0,"CALACAN","0","5","2","0","U","N",,,,,,,,,,,,,"2","2","1","F",,"4",,,1695
0,"CALACAN1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1696
0,"CALACAN4","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1697
0,"CALACIL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2499
0,"CALACIL1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2500
0,"CALAEPI","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1305
0,"CALALAP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1698
0,"CALALON","0","0","0","0","U","N",,,,,,,,,,,,,,,,"F",,,,,1527
0,"CALALON1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1528
0,"CALAMAG","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1523
0,"CALAMON","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1699
0,"CALAMOV","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1529
0,"CALANDR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2501
0,"CALANUT","4","5","2","0","U","N",,,,,,,,,,,,,,,,,,"4",,,1700
0,"CALAPUR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1701
0,"CALAPUR4","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7633
0,"CALARUB","3","2","2","0","U","N",,,,,,,,,,,,,,,,"F",,,,,1521
0,"CALASES","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1522
0,"CALASTR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1524
0,"CALASTR1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1526
0,"CALASTR2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1525
0,"CALIABI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6176
0,"CALIADA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6177
0,"CALIADS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6178
0,"CALICIA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6175
0,"CALICIU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6184
0,"CALICOR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6179
0,"CALIGLA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6180
0,"CALILEN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6181
0,"CALIPAR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6182
0,"CALISAL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6183
0,"CALITRA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6185
0,"CALIVIR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6186
0,"CALLA","0","0","0","0","U","N",,,,,,,,,"OS",,,,,,,,,,,,2503
0,"CALLCOR","0","6","2","5","U","N",,,,,,,,,,,,,,,,,,"2",,,4307
0,"CALLCUS","0","6","0","5","U","N",,,,,,,,,,,,,,,,,,"2",,,4151
0,"CALLGIG","0","5","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,4308
0,"CALLHAL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4305
0,"CALLHER","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,2505
0,"CALLHET","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,2506
0,"CALLHET3","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8014
0,"CALLICL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4306
0,"CALLIEG","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,4149
0,"CALLIEO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4152
0,"CALLITI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2504
0,"CALLITR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,2509
0,"CALLMAR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,2507
0,"CALLPAL","0","0","0","0","U","N",,"H,L","H","L",,"P,C","I","X","P3","U","LE,RO,ST","P3-potentially poisonous, no reported cases",,,,,,"1",,,2502
0,"CALLPAU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"1",,,2508
0,"CALLRIC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,4309
0,"CALLSTA","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"1",,,2510
0,"CALLSTR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,4150
0,"CALLUNA","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1101
0,"CALLVUL","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1102
0,"CALOAPI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2511
0,"CALOCHO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2515
0,"CALODEC","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,726
0,"CALOLYA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2512
0,"CALOMAC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2513
0,"CALOMAC1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2514
0,"CALTHA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,2521
0,"CALTLEP","1","6","3","0","U","N",,,,,,,,,,,,,"1","1","0",,,"3",,,2516
0,"CALTLEP1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,2517
0,"CALTLEP2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,2518
0,"CALTNAT","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,2519
0,"CALTPAL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,2520
0,"CALTPAL2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,8129
0,"CALYBUL","0","3","2","0","U","N",,,,,,,,,,,,,,,,,,,,,2522
0,"CALYBUL3","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7602
0,"CALYBUL4","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7603
0,"CALYCUL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5184
0,"CALYFIS","0","5","2","0","U","N",,,,,,,,,,,,,,,,,,"4",,,5185
0,"CALYFIS1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5186
0,"CALYFIS2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5187
0,"CALYINT","0","4","2","0","U","N",,,,,,,,,,,,,,,,,,,,,5188
0,"CALYLAX","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5183
0,"CALYMUE","0","4","1","1","U","N",,,,,,,,,,,,,,,,,,,,,5189
0,"CALYMUE1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5190
0,"CALYMUE2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5191
0,"CALYNEE","0","4","1","1","U","N",,,,,,,,,,,,,,,,,,,,,5192
0,"CALYPER","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5193
0,"CALYPOE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5199
0,"CALYPOG","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5194
0,"CALYPSO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2523
0,"CALYPTR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2524
0,"CALYSEP","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2525
0,"CALYSEP3","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,487
0,"CALYSOL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2526
0,"CALYSPH","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,5195
0,"CALYSTE","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,489
0,"CALYSUE","0","0","0","1","U","N",,,,,,,,,,,,,,,,,,,,,5196
0,"CALYSUL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,5197
0,"CALYSYL","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,459
0,"CALYSYL1","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,488
0,"CALYTRI","0","4","1","1","U","N",,,,,,,,,,,,,,,,,,"3",,,5198
0,"CAMALEI","4","3","3","0","U","N",,,,,,,,,,,,,,,,,,,,,2527
0,"CAMALEI2","4","3","3","0","U","N",,,,,,,,,,,,,,,,,,,,,1338
0,"CAMAQUA","4","3","3","0","U","N",,,,,,,,,,,,,,,,,,,,,2528
0,"CAMAQUA1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1339
0,"CAMAQUA2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1340
0,"CAMASSI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2529
0,"CAMELIN","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2532
0,"CAMEMIC","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2530
0,"CAMESAT","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2531
0,"CAMIAND","0","0","0","0","U",,,,,,,,,,,,,,,,,,,,,,2533
0,"CAMIBRE","0","0","0","0","U",,,,,,,,,,,,,,,,,,,,,,2534
0,"CAMICON","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2535
0,"CAMISSO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2536
0,"CAMPANL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2546
0,"CAMPANU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2544
0,"CAMPATR","4","5","1","1","U","N",,,,,,,,,,,,,,,,,,"3",,,4002
0,"CAMPATR2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,4003
0,"CAMPAUR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2537
0,"CAMPCAL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3998
0,"CAMPCHY","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,884
0,"CAMPFLE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4004
0,"CAMPFRA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,4005
0,"CAMPHAE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,877
0,"CAMPHIP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,879
0,"CAMPSIN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8079
0,"CAMPLAS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2538
0,"CAMPMED","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2539
0,"CAMPPER","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2540
0,"CAMPPRO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,886
0,"CAMPRAD","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7927
0,"CAMPRAP","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2541
0,"CAMPROT","0","2","1","3","U","N",,,,,,,,,,,,,,,,"P",,,,,2542
0,"CAMPGRA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4007
0,"CAMPSCI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4006
0,"CAMPSCO","4","2","1","0","U","N",,,,,,,,,,,,,,,,,,,,,2543
0,"CAMPSTE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,4000
0,"CAMPSTE3","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,4001
0,"CAMPUNI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2545
0,"CAMPYLA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,885
0,"CAMPYLI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,3999
0,"CAMPYLO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,4008
0,"CAMPYLP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,878
0,"CANADAN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,474
0,"CANAMOD","0","6","3","5","U","N",,,,,,,,,,,,,,,,,,"3",,,473
0,"CANDATH","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6190
0,"CANDAUR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6191
0,"CANDCON","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6187
0,"CANDEFF","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6192
0,"CANDELA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6188
0,"CANDELI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6189
0,"CANDELR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6194
0,"CANDROS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6193
0,"CANDTER","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6195
0,"CANDVIT","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6196
0,"CANDXAN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6197
0,"CANNABA","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2547
0,"CAPNODI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6198
0,"CAPPARA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2548
0,"CAPRIFO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,820
0,"CAPSBUR","0","0","3","3","U","E",,,,,,,,,,,,,,,,,"I",,,,2549
0,"CAPSELL","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2550
0,"CARAARB","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1306
0,"CARBONE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6199
0,"CARBVOR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,6200
0,"CARDACA","0","0","0","0","U","E",,,,,,,,,,,,,,,,,"R",,,,2569
0,"CARDACA1","0","0","0","0","U","E",,,,,,,,,,,,,,,,,"R",,,,8048
0,"CARDAMI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2566
0,"CARDANG","4","5","3","0","U","N",,,,,,,,,,,,,,,,,,,,,2551
0,"CARDARI","0","0","0","0","U","E",,,,,,,,,"OS",,,,,,,,"R",,,,2568
0,"CARDBEL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2552
0,"CARDBEL1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2553
0,"CARDBRE","5","6","3","5","U","N",,,,,,,,,,,,,,,,,,"3",,,2554
0,"CARDBRE1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,2555
0,"CARDBRE2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,2556
0,"CARDCOR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2557
0,"CARDCOR1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2558
0,"CARDCOY","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1307
0,"CARDFLE","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1308
0,"CARDHIR","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2559
0,"CARDION","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,440
0,"CARDNUA","0","0","0","0","U","E",,,,,,,,,,,,,,,,,"I",,,,2570
0,"CARDNUA1","0","0","0","0","U","E",,,,,,,,,,,,,,,,,"I",,,,2571
0,"CARDNUT","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2560
0,"CARDNYM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7721
0,"CARDOCC","4","5","3","0","U","N",,,,,,,,,,,,,,,,,,"4",,,2561
0,"CARDOCU","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,7701
0,"CARDOLI","5","5","3","0","U","N",,,,,,,,,,,,,,,,,,"4",,,2562
0,"CARDOLI2","4","5","3","0","U","N",,,,,,,,,,,,,,,,,,"4",,,7507
0,"CARDPAR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2563
0,"CARDPEN","3","5","3","0","U","N",,,,,,,,,,,,,,,,,,"3",,,2564
0,"CARDPRA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,2565
0,"CARDPRA3","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,"4",,,482
0,"CARDRAM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,439
0,"CARDUMB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,2567
0,"CARDUUS","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,2572
0,"CAREADU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,602
0,"CAREALB","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1530
0,"CAREAMP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,1531
0,"CAREANT","2","6","2","5","U","N",,,,,,,,,,,,,,,,,,"3",,,1532
0,"CAREAPE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,1533
0,"CAREAQU","0","6","0","5","U","N",,,,,,,,,,,,,"1","1","0","G",,"2",,,1534
0,"CAREAQU2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1536
0,"CAREAQU3","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1535
0,"CAREAQU5","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,8044
0,"CAREARC","0","6","0","5","U","N",,,,,,,,,,,,,,,,,,"3",,,1537
0,"CAREART","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,1538
0,"CAREATA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1541
0,"CAREATH","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,1539
0,"CAREATO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1542
0,"CAREATR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1540
0,"CAREAUR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1543
0,"CAREBAC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1544
0,"CAREBEB","3","6","0","5","U","N",,,,,,,,,,,,,,,,,,"4",,,1545
0,"CAREBIC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1546
0,"CAREBIG","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1547
0,"CAREBOL","0","6","3","5","U","N",,,,,,,,,,,,,,,,,,,,,1548
0,"CAREBRE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1549
0,"CAREBRU","0","6","0","5","U","N",,,,,,,,,,,,,,,,,,"2",,,1551
0,"CAREBRU1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1552
0,"CAREBRU2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1553
0,"CAREBRU3","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1554
0,"CAREBRV","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1550
0,"CAREBUX","0","6","3","5","U","N",,,,,,,,,,,,,,,,,,"2",,,1555
0,"CARECAI","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,1559
0,"CARECAN","0","6","1","5","U","N",,,,,,,,,,,,,"1","1","0",,,"2",,,1556
0,"CARECAN2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,1557
0,"CARECAN4","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,8045
0,"CARECAP","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1558
0,"CARECHO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,1560
0,"CARECIR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,1561
0,"CARECOC","0","0","0","0","U","N",,,,,,,,,,,,,,,,"F",,,,,1564
0,"CARECOI","2","2","2","0","U","N",,,,,,,,,,,,,"1","1","0",,,,,,1563
0,"CARECOM","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1562
0,"CARECOR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1312
0,"CARECRA","3","5","3","0","U","N",,,,,,,,,,,,,,,,,,"4",,,1565
0,"CARECRW","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1566
0,"CARECUS","0","6","0","5","U","N",,,,,,,,,,,,,,,,,,"2",,,1809
0,"CAREDEF","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1810
0,"CAREDEW","0","4","3","2","U","N",,,,,,,,,,,,,,,,,,,,,1811
0,"CAREDEW1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1812
0,"CAREDIA","0","0","0","0","U","N",,,,,,,,,,,,,"1","1","0",,,"2",,,1813
0,"CAREDIS","3","6","1","5","U","N",,,,,,,,,,,,,"1","1","0",,,"3",,,1814
0,"CAREDOU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1815
0,"CAREDUR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1816
0,"CAREEBU","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1817
0,"CAREECH","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1818
0,"CAREECH1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1819
0,"CAREECH2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1820
0,"CAREENA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1821
0,"CAREENG","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1822
0,"CAREEPA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1823
0,"CAREEXS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,1824
0,"CAREFET","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1825
0,"CAREFIL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1826
0,"CAREFLA","0","6","3","5","U","N",,,,,,,,,,,,,,,,,,"2",,,1827
0,"CAREFOE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"4",,,1828
0,"CAREFUL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,7985
0,"CAREFUL1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1829
0,"CAREGAR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1830
0,"CAREGAR1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1831
0,"CAREGAR2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1832
0,"CAREGEY","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1833
0,"CAREGLA","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1834
0,"CAREGLR","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1835
0,"CAREGLR2","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1836
0,"CAREGME","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1837
0,"CAREGRA","0","0","0","0","U","E",,,,,,,,,,,,,,,,,,,,,1309
0,"CAREGYN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"2",,,1838
0,"CAREHAS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1839
0,"CAREHAY","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1840
0,"CAREHEL","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1841
0,"CAREHEN","4","4","3","2","U","N",,,,,,,,,,,,,,,,,,,,,1842
0,"CAREHIN","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1843
0,"CAREHOO","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1844
0,"CAREHYS","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1845
0,"CAREILL","2","6","3","5","U","N",,,,,,,,,,,,,,,,,,"3",,,1895
0,"CAREINC","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1896
0,"CAREINC1","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,603
0,"CAREINE","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,"3",,,1901
0,"CAREINF","0","0","0","0","U","N",,,,,,,,,,,,,,,,,,,,,1310
