"PlotNumber","Species","Layer","Cover1","Height1","Cover2","Height2","Cover3","Height3","TotalA","HeightA","Cover4","Height4","Cover5","Height5","Cover5a","Height5a","Cover5b","Height5b","Cover5c","Height5c","TotalB","HeightB","Cover6","Height6","Cover7","Cover8","Cover9","Cover10","Collected","Flag","ID","LL","AF","DC","UT","VI","PV","PG","FFA","Cultural1","Cultural2","Other1","Other2"
"1976039","RIBEOXY",,,,,,,,,,0.50,,,,,,,,,,0.50,,,,,,,,,0,-1070805437,,,,,,,,,,,,
"1976039","RIBETRI",,,,,,,,,,0.20,,,,,,,,,,0.20,,,,,,,,,0,-1963953208,,,,,,,,,,,,
"1976039","ROSAACI",,,,,,,,,,8.00,,,,,,,,,,8.00,,,,,,,,,0,2118781481,,,,,,,,,,,,
"1976039","RUBUPUB",,,,,,,,,,,,,,,,,,,,,,18.00,,,,,,,0,895786806,,,,,,,,,,,,
"1976039","SHEPCAN",,,,,,,,,,,,0.50,,,,,,,,0.50,,,,,,,,,0,154828927,,,,,,,,,,,,
"1976039","VIBUEDU",,,,,,,,,,18.00,,,,,,,,,,18.00,,,,,,,,,0,326807636,,,,,,,,,,,,
"1976039","VICIAME",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,402421445,,,,,,,,,,,,
"1976039","VIOLREN",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,-1571430750,,,,,,,,,,,,
"1976071","ACTARUB",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-1382175109,,,,,,,,,,,,
"1976071","ALNUINC",,,,,,,,,,18.00,,3.00,,,,,,,,20.00,,,,,,,,,0,-1489359456,,,,,,,,,,,,
"1976071","ARALNUD",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,-231226079,,,,,,,,,,,,
"1976071","BETUNEO",,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,0,304696526,,,,,,,,,,,,
"1976071","BETUPAP",,,,,,2.00,,2.00,,2.00,,,,,,,,,,2.00,,,,,,,,,0,-104623049,,,,,,,,,,,,
"1976071","BRACREF",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,-649431124,,,,,,,,,,,,
"1976071","CALACAN",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,-1466199747,,,,,,,,,,,,
"1976071","CAREDEW",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,1175803322,,,,,,,,,,,,
"1976071","CINNLAT",,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,0,-918213197,,,,,,,,,,,,
"1976071","CIRCALP",,,,,,,,,,,,,,,,,,,,,,18.00,,,,,,,0,-1242047880,,,,,,,,,,,,
"1976071","CORNCAN",,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,0,-254200039,,,,,,,,,,,,
"1976071","CORNSER",,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,0,-2031147674,,,,,,,,,,,,
"1976071","EQUIARV",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,1864578799,,,,,,,,,,,,
"1976071","EQUIPRA",,,,,,,,,,,,,,,,,,,,,,63.00,,,,,,,0,2102092292,,,,,,,,,,,,
"1976071","GALITRF",,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,0,760206005,,,,,,,,,,,,
"1976071","GOODREP",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,-1835620398,,,,,,,,,,,,
"1976071","GYMNDRY",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,2042768363,,,,,,,,,,,,
"1976071","HYLOSPL",,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,0,2119621200,,,,,,,,,,,,
"1976071","MATTSTR",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,1097351185,,,,,,,,,,,,
"1976071","MITENUD",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,-1742567170,,,,,,,,,,,,
"1976071","MONEUNI",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,-1901705049,,,,,,,,,,,,
"1976071","PICEGLA",,,,8.00,,18.00,,26.00,,2.00,,,,,,,,,,4.00,,,,,,,,,0,-1623142564,,,,,,,,,,,,
"1976071","PLAGDRU",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,1135680301,,,,,,,,,,,,
"1976071","PLAGELL",,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,0,-1362348822,,,,,,,,,,,,
"1976071","PLAGMED",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,1508870435,,,,,,,,,,,,
"1976071","PLEUSCH",,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,0,-569340632,,,,,,,,,,,,
"1976071","PTILCRI",,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,0,1773846537,,,,,,,,,,,,
"1976071","PYROASA",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,-207890538,,,,,,,,,,,,
"1976071","RHYTTRI",,,,,,,,,,,,,,,,,,,,,,,,2.00,,,,,0,1301653855,,,,,,,,,,,,
"1976071","RIBEGLA",,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,0,-700833868,,,,,,,,,,,,
"1976071","RIBEOXY",,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,0,1236486821,,,,,,,,,,,,
"1976071","ROSAACI",,,,,,,,,,,,,,,,,,,,18.00,,,,,,,,,0,970218754,,,,,,,,,,,,
"1976071","RUBUIDA",,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,0,-1402722981,,,,,,,,,,,,
"1976071","RUBUPUB",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,384455424,,,,,,,,,,,,
"1976071","THALSPA",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,1304598273,,,,,,,,,,,,
"1976071","VIBUEDU",,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,0,-98602706,,,,,,,,,,,,
"1976071","VIOLREN",,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,0,481704215,,,,,,,,,,,,
"1976072","ALNUINC",,,,,,,,,,8.00,,,,,,,,,,8.00,,,,,,,,,0,-703417588,,,,,,,,,,,,
"1976072","BRACOED",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,-182042339,,,,,,,,,,,,
"1976072","CAREDEW",,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,0,-327581670,,,,,,,,,,,,
"1976072","CAREDIS",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,-1091379053,,,,,,,,,,,,
"1976072","CINCSTY",,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,0,1278577624,,,,,,,,,,,,
"1976072","CINNLAT",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,1057858809,,,,,,,,,,,,
"1976072","CIRCALP",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,2027795910,,,,,,,,,,,,
"1976072","CORNCAN",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-2083989553,,,,,,,,,,,,
"1976072","CORNSER",,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,0,-990779036,,,,,,,,,,,,
"1976072","EQUIPRA",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,1530257045,,,,,,,,,,,,
"1976072","EQUISCI",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-357433806,,,,,,,,,,,,
"1976072","FRAGVIR",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,1042979531,,,,,,,,,,,,
"1976072","GALITRF",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,810522544,,,,,,,,,,,,
"1976072","GEUMMAC",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,2084948465,,,,,,,,,,,,
"1976072","GOODREP",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,317916510,,,,,,,,,,,,
"1976072","GYMNDRY",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-1391827577,,,,,,,,,,,,
"1976072","HYPNLIN",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,-1060429124,,,,,,,,,,,,
"1976072","MATTSTR",,,,,,,,,,,,,,,,,,,,,,63.00,,,,,,,0,1743389453,,,,,,,,,,,,
"1976072","MITENUD",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,-987744438,,,,,,,,,,,,
"1976072","PICEGLA",,,,10.00,,8.00,,18.00,,,,,,,,,,,,2.00,,,,,,,,,0,2027303939,,,,,,,,,,,,
"1976072","PLAGASP",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,-501098872,,,,,,,,,,,,
"1976072","PLAGRUP",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,548464105,,,,,,,,,,,,
"1976072","PTILCRI",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,1525137398,,,,,,,,,,,,
"1976072","RHYTTRI",,,,,,,,,,,,,,,,,,,,,,,,18.00,,,,,0,-525090241,,,,,,,,,,,,
"1976072","RIBELAC",,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,0,-1797406956,,,,,,,,,,,,
"1976072","RIBEOXY",,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,0,-978940283,,,,,,,,,,,,
"1976072","ROSAACI",,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,0,714247010,,,,,,,,,,,,
"1976072","RUBUARC",,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,0,-1820554181,,,,,,,,,,,,
"1976072","THALSPA",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-90068896,,,,,,,,,,,,
"1976072","VIBUEDU",,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,0,-2085562143,,,,,,,,,,,,
"1976072","VIOLREN",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,-1674558066,,,,,,,,,,,,
"1976075","ALNUINC",,,,,,1.00,,1.00,,18.00,,,,,,,,,,18.00,,,,,,,,,0,-260452873,,,,,,,,,,,,
"1976075","ARALNUD",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,-1623908756,,,,,,,,,,,,
"1976075","BETUPAP",,,,,,8.00,,8.00,,4.00,,,,,,,,,,4.00,,,,,,,,,0,883646717,,,,,,,,,,,,
"1976075","CAREDEW",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,1233345146,,,,,,,,,,,,
"1976075","CINNLAT",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,-1411349645,,,,,,,,,,,,
"1976075","CIRCALP",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,-900698824,,,,,,,,,,,,
"1976075","CORNCAN",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,138642137,,,,,,,,,,,,
"1976075","CORNSER",,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,0,1420621350,,,,,,,,,,,,
"1976075","DELPGLA",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,-1827837777,,,,,,,,,,,,
"1976075","EQUIPRA",,,,,,,,,,,,,,,,,,,,,,63.00,,,,,,,0,-433545020,,,,,,,,,,,,
"1976075","FRAGVIR",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,1385454197,,,,,,,,,,,,
"1976075","GALITRF",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,-510065518,,,,,,,,,,,,
"1976075","GOODREP",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,-327091797,,,,,,,,,,,,
"1976075","HYLOSPL",,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,0,-960789232,,,,,,,,,,,,
"1976075","LINNBOR",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,1552073681,,,,,,,,,,,,
"1976075","MATTSTR",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,1579823550,,,,,,,,,,,,
"1976075","MERTPAN",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-1348767129,,,,,,,,,,,,
"1976075","MITENUD",,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,0,1574675996,,,,,,,,,,,,
"1976075","PICEGLA",,,,8.00,,8.00,,16.00,,,,,,,,,,,,4.00,,,,,,,,,0,-774284563,,,,,,,,,,,,
"1976075","PYROASA",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,86370730,,,,,,,,,,,,
"1976075","RIBEHUD",,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,0,-1877422365,,,,,,,,,,,,
"1976075","RIBEOXY",,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,0,670846952,,,,,,,,,,,,
"1976075","ROSAACI",,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,0,690256841,,,,,,,,,,,,
"1976075","RUBUPUB",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,-941598634,,,,,,,,,,,,
"1976075","SALIBEB",,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,0,-1723020513,,,,,,,,,,,,
"1976075","THALSPA",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,1572703860,,,,,,,,,,,,
"1976075","VIBUEDU",,,,,,,,,,,,,,,,,,,,18.00,,,,,,,,,0,558776933,,,,,,,,,,,,
"1976080","ALNUINC",,,,,,,,,,8.00,,,,,,,,,,8.00,,,,,,,,,0,-1968674366,,,,,,,,,,,,
"1976080","AMELALN",,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,0,-719396069,,,,,,,,,,,,
"1976080","BETUPAP",,,,,,8.00,,8.00,,4.00,,,,,,,,,,4.00,,,,,,,,,0,-1237832256,,,,,,,,,,,,
"1976080","BRACREF",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,821725889,,,,,,,,,,,,
"1976080","CIRCALP",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,1609812462,,,,,,,,,,,,
"1976080","CORNCAN",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,986075863,,,,,,,,,,,,
"1976080","CORNSER",,,,,,,,,,,,,,,,,,,,18.00,,,,,,,,,0,1175042508,,,,,,,,,,,,
"1976080","EQUIPRA",,,,,,,,,,,,,,,,,,,,,,63.00,,,,,,,0,-2086473507,,,,,,,,,,,,
"1976080","EQUISCI",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,776660186,,,,,,,,,,,,
"1976080","GALITRF",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,-515500461,,,,,,,,,,,,
"1976080","GOODREP",,,,,,,,,,,,,,,,,,,,,,0.20,,,,,,,0,-954171752,,,,,,,,,,,,
"1976080","HYLOSPL",,,,,,,,,,,,,,,,,,,,,,,,63.00,,,,,0,-529346375,,,,,,,,,,,,
"1976080","LINNBOR",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,-319494522,,,,,,,,,,,,
"1976080","LONIDIO",,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,0,833153423,,,,,,,,,,,,
"1976080","MERTPAN",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,1430751268,,,,,,,,,,,,
"1976080","MITENUD",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,-1763490219,,,,,,,,,,,,
"1976080","PICEGLA",,,,18.00,,8.00,,26.00,,8.00,,,,,,,,,,8.00,,,,,,,,,0,1667480306,,,,,,,,,,,,
"1976080","PLAGCUS",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,-1795340149,,,,,,,,,,,,
"1976080","PLEUSCH",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,1802674800,,,,,,,,,,,,
"1976080","POPUBAL",,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,0,1293364657,,,,,,,,,,,,
"1976080","PTILCRI",,,,,,,,,,,,,,,,,,,,,,,,4.00,,,,,0,392171038,,,,,,,,,,,,
"1976080","PYROASA",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-636391609,,,,,,,,,,,,
"1976080","RIBEOXY",,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,0,-1379247748,,,,,,,,,,,,
"1976080","RIBETRI",,,,,,,,,,,,,,,,,,,,2.00,,,,,,,,,0,1274487501,,,,,,,,,,,,
"1976080","ROSAACI",,,,,,,,,,,,,,,,,,,,18.00,,,,,,,,,0,-705344502,,,,,,,,,,,,
"1976080","RUBUIDA",,,,,,,,,,,,,,,,,,,,0.20,,,,,,,,,0,1324308931,,,,,,,,,,,,
"1976080","RUBUPUB",,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,0,-864552632,,,,,,,,,,,,
"1976080","SALIBEB",,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,0,-1525841495,,,,,,,,,,,,
"1976080","THUIREC",,,,,,,,,,,,,,,,,,,,,,,,0.20,,,,,0,52273334,,,,,,,,,,,,
"1976080","VIBUEDU",,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,0,1243137023,,,,,,,,,,,,
"1976080","VIOLREN",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,-1959686700,,,,,,,,,,,,
"202050","ABIEMAG1",,,,5.00,,,,5.00,,,,,,,,,,,,,,,,,,,,,0,1310877253,,,,,,,,,,,,
"202050","CASSMER",,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,0,-1674708958,,,,,,,,,,,,
"202050","CLADBEL",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,-1618793989,,,,,,,,,,,,
"202050","CLADRAN",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,-1182407904,,,,,,,,,,,,
"202050","DICRSCO",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,244821153,,,,,,,,,,,,
"202050","HARRSTE",,,,,,,,,,,,,,,,,,,,,,10.00,,,,,,,0,-1727922610,,,,,,,,,,,,
"202050","HYLOSPL",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,1028900791,,,,,,,,,,,,
"202050","LUETPEC",,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,0,-1477933780,,,,,,,,,,,,
"202050","LYCOPOE",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-628821827,,,,,,,,,,,,
"202050","PELTAPH",,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,0,401088314,,,,,,,,,,,,
"202050","PLEUSCH",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,-329541325,,,,,,,,,,,,
"202050","RHYTLOR",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,1702739960,,,,,,,,,,,,
"202050","THUJPLI",,,,7.00,,,,7.00,,,,,,,,,,,,,,,,,,,,,0,-141324647,,,,,,,,,,,,
"202050","TSUGMER",,,,10.00,,,,10.00,,,,,,,,,,,,,,,,7.00,,,,"V",0,-2142402842,,,,,,,,,,,,
"202050","XANTNOO",,,,7.00,,,,7.00,,,,,,,,,,,,,,,,,,,,,0,-262972817,,,,,,,,,,,,
"406250","ANEMRIC",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-760832124,,,,,,,,,,,,
"406250","CALACAN",,,,,,,,,,,,,,,,,,,,,,6.00,,,,,,,0,127574581,,,,,,,,,,,,
"406250","CORNCAN",,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,0,-2010504878,,,,,,,,,,,,
"406250","EQUIPRA",,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,0,64456555,,,,,,,,,,,,
"406250","EQUISCI",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,1414328272,,,,,,,,,,,,
"406250","GOODREP",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-721746031,,,,,,,,,,,,
"406250","HYLOSPL",,,,,,,,,,,,,,,,,,,,,,,,35.00,,,,,0,-936600962,,,,,,,,,,,,
"406250","LINNBOR",,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,0,-333161433,,,,,,,,,,,,
"406250","MITENUD",,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,0,-1276166948,,,,,,,,,,,,
"406250","MNIUM",,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,0,2092653229,,,,,,,,,,,,
"406250","ORTHSEC",,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,0,1252417130,,,,,,,,,,,,
"406250","PICEGLA",,,,0.50,,,,0.50,,,,,,,,,,,,5.00,,,,,,,,,0,-1601055581,,,,,,,,,,,,
"406250","PINUCON",,10.00,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,0,2020397736,,,,,,,,,,,,
"406250","PINUCON1",,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,0,1382283145,,,,,,,,,,,,
"406250","PLATOBT",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,1094162710,,,,,,,,,,,,
"406250","PLEUSCH",,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,0,-1043354401,,,,,,,,,,,,
"406250","POPUBAL",,,,0.50,,,,0.50,,,,,,,,,,,,,,,,,,,,,0,-1013859020,,,,,,,,,,,,
"406250","PTILCRI",,,,,,,,,,,,,,,,,,,,,,,,35.00,,,,,0,-1717896667,,,,,,,,,,,,
"406250","RIBETRI",,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,0,-851757438,,,,,,,,,,,,
"406250","ROSAACI",,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,0,-589209381,,,,,,,,,,,,
"406250","TIMMAUS",,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,0,-2141009792,,,,,,,,,,,,
"406250","TIMMNOR1",,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,0,-243253631,,,,,,,,,,,,
"406250","VACCVIT",,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,0,-2030902610,,,,,,,,,,,,
"412150","ACHIMIL",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-1243992937,,,,,,,,,,,,
"412150","AULAPAL",,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,0,1848213644,,,,,,,,,,,,
"412150","CALACAN",,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,0,231301277,,,,,,,,,,,,
"412150","CLIMDEN",,,,,,,,,,,,,,,,,,,,,,,,30.00,,,,,0,796068250,,,,,,,,,,,,
"412150","CORNCAN",,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,0,-1772549101,,,,,,,,,,,,
"412150","EQUIARV",,,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,0,1413493080,,,,,,,,,,,,
"412150","FRAGVIR",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,429767801,,,,,,,,,,,,
"412150","GALITRF",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-1186015418,,,,,,,,,,,,
"412150","HYLOSPL",,,,,,,,,,,,,,,,,,,,,,,,15.00,,,,,0,1539619663,,,,,,,,,,,,
"412150","LONIINV",,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,0,1788733156,,,,,,,,,,,,
"412150","MITENUD",,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,0,-533565931,,,,,,,,,,,,
"412150","MNIUM",,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,0,-1811662926,,,,,,,,,,,,
"412150","MONEUNI",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-1052264885,,,,,,,,,,,,
"412150","ORTHSEC",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-1021154000,,,,,,,,,,,,
"412150","PELTAPH",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,-1759096463,,,,,,,,,,,,
"412150","PELTDID",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,-433596706,,,,,,,,,,,,
"412150","PELTMEM",,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,0,562837767,,,,,,,,,,,,
"412150","PICEGLA",,,,,,3.00,,3.00,,0.50,,,,,,,,,,0.50,,,,,,,,,0,1067601980,,,,,,,,,,,,
"412150","PLEUSCH",,,,,,,,,,,,,,,,,,,,,,,,10.00,,,,,0,-425852275,,,,,,,,,,,,
"412150","PTILCRI",,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,0,575742154,,,,,,,,,,,,
"412150","PYROCHL",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-1405599869,,,,,,,,,,,,
"412150","RHIZGLB",,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,0,1622334472,,,,,,,,,,,,
"412150","RHYTTRI",,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,0,-1960845975,,,,,,,,,,,,
"412150","ROSAACI",,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,0,583418230,,,,,,,,,,,,
"412150","SANIUNC",,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,0,-886471233,,,,,,,,,,,,
"412150","TIMMAUS",,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,0,-113894252,,,,,,,,,,,,
"412150","TOMENIT",,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,0,-1389363707,,,,,,,,,,,,
"412150","VIBUEDU",,,,,,,,,,,,,,,,,,,,0.50,,,,,,,,,0,-1209522974,,,,,,,,,,,,
"412250","AULAPAL",,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,0,863078331,,,,,,,,,,,,
"412250","BETUNAN",,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,0,-1834557984,,,,,,,,,,,,
"412250","CALACAN",,,,,,,,,,,,,,,,,,,,,,15.00,,,,,,,0,-894680991,,,,,,,,,,,,
"412250","CAREAQU",,,,,,,,,,,,,,,,,,,,,,30.00,,,,,,,0,1432254222,,,,,,,,,,,,
"412250","CHAMANG",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-569278089,,,,,,,,,,,,
"412250","CLADDEF",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,237284332,,,,,,,,,,,,
"412250","CLADGRA",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,-840417155,,,,,,,,,,,,
"412250","CLADMIT",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,1241752570,,,,,,,,,,,,
"412250","CORNCAN",,,,,,,,,,,,,,,,,,,,,,12.00,,,,,,,0,-462000397,,,,,,,,,,,,
"412250","EMPENIG",,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,0,-834678088,,,,,,,,,,,,
"412250","EQUIPRA",,,,,,,,,,,,,,,,,,,,,,40.00,,,,,,,0,-1366730151,,,,,,,,,,,,
"412250","EQUISCI",,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,0,-1366239322,,,,,,,,,,,,
"412250","GAULHUM",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,-55243729,,,,,,,,,,,,
"412250","HYLOSPL",,,,,,,,,,,,,,,,,,,,,,,,45.00,,,,,0,1971674692,,,,,,,,,,,,
"412250","ICMAERI",,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,,0,-1205687819,,,,,,,,,,,,
"412250","KALMMIC",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,-150340078,,,,,,,,,,,,
"412250","LINNBOR",,,,,,,,,,,,,,,,,,,,,,2.00,,,,,,,0,293983531,,,,,,,,,,,,
"412250","MITENUD",,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,0,97196688,,,,,,,,,,,,
"412250","MONEUNI",,,,,,,,,,,,,,,,,,,,,,0.50,,,,,,,0,1385237329,,,,,,,,,,,,
"412250","ORTHSEC",,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,0,-756432066,,,,,,,,,,,,
